"","Year","Month","Minimum_temperature","Maximum_temperature","Rainfall_(mm)","Direction_of_maximum_wind_gust","Speed_of_maximum_wind_gust_(km/h)","Time_of_maximum_wind_gust","9am_Temperature","9am_relative_humidity_(%)","9am_wind_direction","9am_wind_speed_(km/h)","9am_MSL_pressure_(hPa)","3pm_Temperature","3pm_relative_humidity_(%)","3pm_wind_direction","3pm_wind_speed_(km/h)","3pm_MSL_pressure_(hPa)"
"385","2019","8",2.7,13.2,0,"WNW",61,74340,7.7,63,"NW",30,1024,10.5,54,"NW",37,1022
"386","2019","8",6.8,16.6,0,"W",52,81600,12.3,56,"W",30,1017,16.1,38,"WNW",30,1015.6
"387","2019","8",9,16.1,0,"W",54,10800,13.5,42,"SW",24,1013.9,14.2,27,"SSE",28,1016.6
"388","2019","8",-5.2,14.7,0,"NNW",31,54180,3.3,64,"",0,1028.4,13.6,30,"NNW",19,1024.4
"389","2019","8",-5.2,17.4,0,"NW",56,49740,8,60,"",0,1022.1,16.4,32,"NW",31,1017.3
"390","2019","8",0.1,18.3,0,"N",46,52560,11.7,43,"N",15,1018.1,16.1,27,"NNW",33,1017.4
"391","2019","8",5.1,13.7,0,"NE",26,60780,8.5,67,"S",11,1024.5,11.8,56,"ESE",9,1022
"392","2019","8",5,13.2,0.8,"NE",20,67440,7.3,88,"SE",9,1025.5,12.7,57,"",0,1022.3
"393","2019","8",1.6,17,0,"WNW",44,55440,7.8,88,"NNW",9,1022.8,15.7,31,"WNW",28,1017.5
"394","2019","8",0.7,13.8,0,"SSE",41,37500,7,62,"S",19,1025.9,12.4,42,"ESE",19,1024.6
"395","2019","8",1.3,14.5,0,"SE",39,40920,8,63,"S",17,1029.3,13,46,"ESE",13,1026.5
"396","2019","8",0.6,17.2,0,"NNE",26,47640,8.7,70,"SE",13,1028.4,16.2,37,"WNW",6,1022.8
"397","2019","9",-2.3,19.8,0,"NW",39,51480,7.1,70,"NNE",4,1024.1,17.9,25,"NW",20,1018.2
"398","2019","9",0.5,19,0.2,"NW",28,63240,10,68,"NW",7,1020.7,18.1,33,"WNW",11,1017.7
"399","2019","9",2.9,21.7,0,"NW",41,52740,11.7,58,"NW",6,1019.2,21.2,28,"NNW",28,1014.6
"400","2019","9",-0.3,22.2,0,"NW",48,49500,9.6,63,"W",9,1017.3,19.4,26,"WNW",31,1014.4
"401","2019","9",1.5,21.2,0,"SW",31,55980,10.9,55,"S",7,1016.8,20.4,33,"SW",13,1013.4
"402","2019","9",5.7,20.1,0,"W",69,54720,14.2,65,"N",4,1004.7,14,53,"NW",37,1000.7
"403","2019","9",5,11.8,3.8,"WNW",69,52860,8.3,61,"WNW",33,1008.7,9.9,52,"WNW",37,1008.2
"404","2019","9",4,13.4,0,"WNW",57,53520,9.1,47,"WSW",24,1014.2,10.8,52,"WNW",37,1011.7
"405","2019","9",3.7,14.1,0,"SSW",69,48840,9.3,43,"W",17,1012.6,12.8,29,"S",46,1014.8
"406","2019","9",-0.5,16.3,0,"SSW",35,28500,7.6,50,"SSW",24,1026.4,15.5,24,"NW",15,1024.5
"407","2019","9",-3.1,19.4,0,"NNW",30,59160,7.3,68,"NNW",7,1031.5,18.6,28,"NW",17,1027.4
"408","2019","9",-0.9,19.2,0,"NW",50,55140,12.1,51,"N",22,1024.6,18.3,26,"WNW",28,1019.3
"409","2019","9",-2.8,22.3,0,"N",50,53460,9.3,55,"W",2,1025.2,21.4,17,"N",35,1019.8
"410","2019","9",-0.5,21.8,0,"NNW",35,52200,12.1,49,"",0,1024.6,20.1,27,"NNW",22,1021.3
"411","2019","9",-0.4,24,0,"NW",43,50640,11.1,50,"NNW",4,1024.4,22.9,17,"NNW",31,1019.8
"412","2019","9",5.4,24.7,0,"NNW",46,40980,20,17,"NNW",20,1016.1,19.5,37,"WSW",24,1015.3
"413","2019","9",0.8,11.3,32,"SE",50,50400,5.6,82,"SSE",19,1024.3,9.5,70,"SE",30,1024.8
"414","2019","9",1.5,15.9,0,"SE",35,35400,10.6,59,"SSE",15,1029.3,13.1,60,"ESE",26,1027.2
"415","2019","9",10,20.1,0,"ENE",31,57660,13.1,87,"SW",2,1028.3,18.5,52,"NE",19,1024.5
"416","2019","9",5.6,23.3,0,"NE",43,78720,14.9,72,"NW",4,1026.6,22.6,42,"N",15,1020.9
"417","2019","9",10.1,18.7,0,"NW",52,48360,16.9,69,"",0,1020.1,16.2,77,"N",26,1016.8
"418","2019","9",6.9,17.2,3.8,"NNW",50,47580,13.2,49,"W",20,1023.3,15,37,"NNW",31,1021.3
"419","2019","9",0.1,13.6,0,"WNW",50,40140,10.9,58,"WNW",24,1023.7,10.9,49,"WSW",28,1023.1
"420","2019","9",-2.9,16.9,0.2,"N",44,48960,7.5,68,"NNW",7,1027.7,15.3,39,"NW",30,1024
"421","2019","9",-0.9,17.9,0,"ENE",30,74340,9.6,63,"W",6,1029.4,16.8,34,"S",7,1025.1
"422","2019","9",4.4,18.2,0,"NNW",35,47580,12.7,65,"NNW",7,1027.1,16.9,37,"NNW",19,1022.9
"423","2019","9",0.7,20.8,0,"WNW",54,52080,11.3,62,"SW",7,1020.3,18.8,29,"W",26,1015.8
"424","2019","9",3.7,18.1,0,"NNW",31,960,11.4,42,"SW",17,1018.2,17.2,35,"NNW",13,1016.7
"425","2019","9",2.2,20.2,0,"N",48,47640,10.9,65,"NNW",6,1018.7,18.5,29,"NNW",33,1016.1
"426","2019","9",3.6,19.7,0,"E",43,67680,11.7,57,"SSE",9,1024.8,19.1,29,"NW",11,1023.2
"427","2019","10",5.6,21.1,0,"NNW",31,61320,11.9,64,"NW",7,1031.7,20.2,26,"N",17,1026.5
"428","2019","10",1.8,24.7,0,"NNW",43,42540,15.4,49,"",0,1028.9,24.3,24,"W",22,1024.6
"429","2019","10",4.2,28,0,"NNW",39,48360,16.3,44,"NNW",2,1026,27.2,19,"WNW",20,1020.9
"430","2019","10",5.7,28.1,0,"WNW",44,37920,21,33,"NNW",17,1019.9,25.7,27,"WNW",31,1016.3
"431","2019","10",12.1,19.2,4,"ENE",33,43200,13.3,84,"E",13,1023,18.1,53,"ENE",17,1020.2
"432","2019","10",11.4,30.4,0,"N",61,44880,13.9,87,"SE",7,1016.8,28.8,25,"NNW",39,1009.1
"433","2019","10",8.6,23.7,0,"NW",54,42300,18.4,51,"NNW",19,1012.1,22.2,34,"NNW",31,1010.1
"434","2019","10",8.4,18.7,0,"W",54,51420,14.4,55,"WNW",28,1011.3,12.3,63,"WNW",26,1011.6
"435","2019","10",1.7,16.3,11.2,"S",39,28020,7.6,63,"S",30,1023.1,15.8,42,"S",6,1021
"436","2019","10",1,19.2,0,"E",43,66180,8.6,66,"S",9,1023.6,18.2,31,"W",13,1019.4
"437","2019","10",8.5,17.1,0,"ESE",41,44820,12,69,"ESE",13,1019.5,15.8,48,"SE",26,1015.8
"438","2019","10",6.6,15.9,0,"ESE",30,28320,10.5,63,"ESE",19,1019.3,14.1,48,"SE",11,1017.1
"439","2019","10",1.8,19.8,0,"N",28,47880,10.2,69,"SSE",6,1020.8,18.4,31,"SW",9,1017.3
"440","2019","10",4.3,22.7,0,"SSW",33,64440,10.2,77,"S",7,1017.3,21.3,32,"WSW",13,1013.7
"441","2019","10",6.6,28,0,"NW",56,52440,13.9,60,"S",6,1013.4,26.5,29,"N",30,1009.2
"442","2019","10",7.8,24.8,0,"NNW",67,49620,16.8,64,"W",9,1012.3,23.5,28,"NW",46,1008.4
"443","2019","10",9.5,16.1,4.8,"WNW",69,48360,14.1,72,"NNW",26,1008.2,14.5,34,"WNW",41,1008.9
"444","2019","10",5.8,21,0,"NNW",52,47880,11.7,48,"NW",17,1017.4,19.7,21,"WNW",31,1014.2
"445","2019","10",8.8,19.2,0,"NW",78,42420,16,42,"WNW",37,1013.7,17.3,29,"WNW",43,1013.4
"446","2019","10",-0.2,20.9,0,"N",30,50520,9.8,51,"ENE",2,1022.1,20.2,23,"NNW",13,1020
"447","2019","10",3.1,26.7,0,"ENE",33,65760,13.5,53,"SW",7,1027,25.1,19,"WSW",9,1023.2
"448","2019","10",5.8,28.5,0,"E",41,65400,15,57,"SW",6,1026,27.4,14,"NNW",17,1021.2
"449","2019","10",5.8,29.2,0,"SW",80,44160,14.9,67,"",0,1023.8,28.5,11,"WNW",31,1019.1
"450","2019","10",6.8,31.2,0,"W",39,51960,17.4,32,"SE",4,1020.4,30.3,12,"WNW",20,1016.1
"451","2019","10",9.1,31.1,0,"NNW",91,50280,20.2,33,"S",9,1013.6,29.9,18,"NNW",61,1007.7
"452","2019","10",12.3,18.2,7.6,"NW",78,46500,15.1,48,"WNW",31,1006.2,17.7,32,"WNW",52,1006
"453","2019","10",4.6,20.5,0,"NNW",43,44580,11.8,45,"NW",22,1015.1,19.1,25,"NW",31,1013.8
"454","2019","10",3.7,22.9,0,"W",39,50280,12.7,52,"SW",9,1022.8,21.4,21,"W",13,1021
"455","2019","10",5.6,27.4,0,"NNW",50,49620,15.1,64,"",0,1023.7,25.5,24,"NNW",20,1018.8
"456","2019","10",8.8,29.3,0,"W",28,43380,16.2,47,"ESE",6,1020.2,28.6,13,"NNE",13,1016.6
"457","2019","10",7,31.7,0,"NE",41,66540,19.1,42,"SSE",6,1019,30.2,11,"W",15,1015.2
"458","2019","11",10.4,32.5,0,"NNW",39,47280,19.8,34,"",0,1017.9,30.2,15,"ENE",9,1012.6
"459","2019","11",13.9,31.3,0,"N",63,44460,21.5,42,"",0,1015.9,30.8,21,"NNW",33,1011.3
"460","2019","11",15.8,25.8,0,"NNW",57,35520,20.9,65,"W",7,1013.8,17.5,85,"SSW",6,1010.9
"461","2019","11",11.5,22.6,12.4,"WNW",56,47700,16.3,71,"NNW",19,1014.2,20.4,33,"WNW",33,1012.7
"462","2019","11",8.6,19,0.2,"S",35,26220,11.2,55,"S",24,1015.6,16.6,35,"NNW",17,1013.6
"463","2019","11",7.2,23.7,0,"NW",70,61200,14.8,40,"NNW",19,1012.6,22.4,25,"NW",41,1007.9
"464","2019","11",11.3,19.4,0,"WNW",70,31320,13,46,"WNW",39,1005.9,17.9,35,"WNW",37,1005.1
"465","2019","11",12.7,18.8,0,"NW",72,38820,14.9,48,"WNW",35,1001.8,13.9,64,"WNW",30,1002.2
"466","2019","11",1.6,16.7,0,"WNW",56,48840,9,41,"WSW",13,1011.8,14.4,34,"WNW",35,1009.8
"467","2019","11",8.4,20.4,0,"NNW",54,42960,13.8,52,"NW",31,1011.9,19.1,40,"WNW",33,1011.3
"468","2019","11",3.7,26.4,0,"NW",50,42840,16.9,53,"NNW",11,1015.3,24.9,19,"WNW",24,1011.6
"469","2019","11",5.8,26.6,0,"NW",67,50820,22.3,19,"NW",39,1006.3,23.5,21,"WNW",33,1003.5
"470","2019","11",6.7,20.8,0,"WNW",50,59220,11.3,34,"WNW",20,1013,19.4,23,"WNW",35,1010.6
"471","2019","11",7.1,24.7,0,"NW",52,49980,15.8,43,"WNW",19,1014.9,23,28,"WNW",35,1011.1
"472","2019","11",11.8,25.7,0,"NW",61,49080,17.2,43,"WNW",20,1010.9,24.3,18,"WNW",35,1007.8
"473","2019","11",8.4,25.7,0,"NW",50,49500,16.4,40,"NE",7,1014.5,24.3,13,"NW",28,1011.8
"474","2019","11",9.6,25.1,0,"E",52,61680,15,59,"S",11,1016.6,23.3,17,"NW",11,1013.2
"475","2019","11",6.8,27,0,"NNW",59,45360,16,48,"NW",17,1017.5,25.9,18,"WNW",30,1013
"476","2019","11",8.4,32.5,0,"WNW",57,44100,24.1,22,"NW",13,1012.7,30.8,10,"NW",35,1009.3
"477","2019","11",8.4,31.4,0,"ENE",33,69300,16.7,56,"NE",9,1017,29.6,17,"E",9,1013.4
"478","2019","11",10.9,39,0,"NNW",54,51060,23.6,37,"SE",4,1015,38.2,7,"NW",30,1009.2
"479","2019","11",16.9,34.9,0,"NW",52,49920,27.7,24,"N",15,1012.2,33.4,18,"NW",31,1010.7
"480","2019","11",12.9,33.1,0,"NNW",54,45540,20.8,51,"NNE",13,1014.6,31.5,8,"WNW",26,1011.8
"481","2019","11",8.1,28.6,0,"NNE",39,48840,16.2,60,"ENE",13,1019.1,24.5,37,"NE",13,1013.9
"482","2019","11",10.7,31.5,0,"NW",52,40020,20.8,57,"NNW",15,1012.2,31,24,"NW",31,1007.7
"483","2019","11",15.4,27.3,0,"NW",89,40020,23.2,48,"NNW",30,1002.4,18.6,35,"WNW",46,1003.2
"484","2019","11",1.6,27.1,0,"NW",43,56700,11.8,40,"NW",7,1015.7,25.2,14,"NNW",30,1012.5
"485","2019","11",5.6,30.3,0,"N",46,45120,17.3,24,"NNW",6,1016.5,28.3,8,"NNE",19,1013
"486","2019","11",12.6,33.1,0,"N",65,45300,20.5,42,"SSW",2,1014.9,32.5,8,"W",24,1009.8
"487","2019","11",11.8,23.8,0,"NW",69,43920,20.5,47,"E",7,1009.2,20.3,42,"NW",30,1006.9
"488","2019","12",4.6,21.5,0,"NW",63,41280,15.2,37,"NW",20,1004.8,18.6,30,"WNW",37,998.8
"489","2019","12",7.4,15.1,0.6,"WNW",57,40620,10.4,65,"WNW",26,992.3,11.1,69,"WSW",33,994.8
"490","2019","12",8.5,20.8,0.6,"W",61,15420,13.2,44,"WNW",31,1004.9,19.1,32,"WNW",41,1003.5
"491","2019","12",12.6,24.1,0,"WNW",57,52740,16.6,37,"WNW",31,1008.4,22.9,18,"WNW",35,1007
"492","2019","12",11.2,28.2,0,"WNW",63,45420,20.4,31,"NW",28,1008.6,27.3,12,"WNW",35,1005
"493","2019","12",15.7,28,0,"WNW",50,41700,21,26,"NNW",20,1006,27.2,10,"W",30,1005.2
"494","2019","12",11.1,29.7,0,"WSW",52,47040,20.7,19,"WNW",17,1011.8,29.1,12,"WSW",17,1008.7
"495","2019","12",11.1,29.9,0,"ENE",43,59340,18.3,61,"NNE",7,1017.9,28.7,23,"NNE",13,1015.3
"496","2019","12",14.9,34.9,0,"NW",46,45900,19.8,63,"NW",6,1019.8,32.6,19,"WNW",22,1014.7
"497","2019","12",12.2,38.1,0,"NW",59,46260,24.3,30,"",0,1013.8,37.5,6,"WNW",35,1010.2
"498","2019","12",11.3,32.7,0,"NNW",44,53880,15.9,62,"E",15,1015.6,29.6,17,"NNW",19,1009.9
"499","2019","12",12.8,30.5,0,"ENE",57,59520,18,53,"SE",7,1013,27.2,26,"W",11,1008.7
"500","2019","12",12.8,27.8,0,"E",48,62700,16.2,62,"NNE",13,1013.7,25.6,29,"N",17,1009.3
"501","2019","12",9.2,29.6,0,"W",48,44160,16.7,67,"WNW",7,1011.4,28.9,22,"W",33,1007.4
"502","2019","12",12.9,29,0,"W",54,54360,18.8,58,"NNW",17,1009.3,26.2,22,"WNW",13,1006.4
"503","2019","12",10.6,32,0,"E",48,55500,22.1,24,"SE",9,1010.3,29.8,16,"NW",11,1009.8
"504","2019","12",12.1,32.5,0,"E",48,64140,17.6,54,"SE",9,1019.2,30.7,21,"ENE",15,1015.2
"505","2019","12",12.2,36.8,0,"NW",43,54180,22.2,43,"S",7,1019.4,36.3,15,"WNW",20,1013.9
"506","2019","12",15.8,39.3,0,"E",54,65580,26.5,27,"",0,1015.4,37.6,12,"W",26,1012.9
"507","2019","12",12.8,39,0,"N",39,54960,21.9,27,"SSE",7,1019.3,37.2,10,"NW",9,1013.2
"508","2019","12",14.7,41.1,0,"WNW",46,46020,23.3,52,"",0,1013.6,40.1,12,"W",28,1009.9
"509","2019","12",15.5,24.9,0,"ENE",43,57420,18,64,"E",17,1019.6,23.9,40,"NE",28,1017.6
"510","2019","12",8.6,32.4,0,"NE",31,43560,15.3,67,"SSE",6,1020.1,30,20,"NNE",17,1013.4
"511","2019","12",15.3,28.8,0,"NE",44,52860,20.3,53,"SE",13,1014.5,27.9,37,"ENE",26,1012
"512","2019","12",15.1,32.2,0,"ENE",43,72540,19,65,"SSW",9,1017,29.7,28,"N",17,1012.9
"513","2019","12",15.6,35,0,"E",44,62100,22.7,58,"ESE",6,1018.1,33.4,21,"WNW",17,1014.5
"514","2019","12",15.3,36.8,0,"E",43,65100,23,48,"SE",7,1019.5,35.4,18,"NNW",17,1015
"515","2019","12",17.1,37.7,0,"NW",52,46020,25,42,"SW",4,1018.1,35.6,13,"WNW",26,1014.3
"516","2019","12",19.6,36.1,0,"WNW",33,57300,27,32,"WSW",6,1017.4,34,18,"W",17,1015.3
"517","2019","12",17.6,39.8,0,"NW",56,49680,25.7,33,"ESE",7,1015.1,38.5,8,"NW",30,1009.9
"518","2019","12",19.8,38,0,"NW",74,34320,31.6,14,"NNW",33,1007.7,36.7,9,"NW",35,1005.4
"519","2020","1",13.5,33.2,0.2,"NW",37,55500,17.3,32,"ESE",7,1013.6,32.3,14,"NNW",22,1010.3
"520","2020","1",10.7,33.2,0,"E",41,65340,15.7,64,"SSE",11,1018.7,31.7,19,"NNW",11,1013.9
"521","2020","1",15.6,37.8,0,"NW",56,50340,20.2,64,"SW",7,1015.9,36.7,14,"NW",26,1010.7
"522","2020","1",18.5,44,0,"NNW",67,58620,26.9,55,"WSW",6,1010.4,42.3,9,"WNW",31,1005.6
"523","2020","1",17.3,21.7,0,"ESE",46,55200,17.7,56,"ESE",17,1017.4,19.4,55,"ESE",28,1017.7
"524","2020","1",14.3,21.5,0,"E",33,65580,16.2,74,"E",15,1020,20.5,63,"E",15,1016.8
"525","2020","1",15,35,0.4,"NW",46,46680,21.3,67,"SSE",6,1014.8,33.6,26,"WNW",24,1010.7
"526","2020","1",16.3,34.9,0,"NNW",52,49080,21.5,67,"SSE",9,1015.2,34.1,27,"N",13,1010.9
"527","2020","1",15.7,26.1,0,"ESE",43,51240,20.7,62,"ESE",15,1017.3,23.7,53,"ESE",31,1015.9
"528","2020","1",17.8,39.4,0,"NW",48,50640,21.6,67,"NNW",7,1011.5,38.1,20,"NW",24,1004.6
"529","2020","1",15.5,28.3,0.2,"SW",61,83280,17.3,60,"SSE",19,1011.8,26,38,"NNW",9,1009.5
"530","2020","1",14.4,22.1,0,"E",41,64440,15,61,"SSE",13,1017.5,19.9,53,"ENE",22,1016.6
"531","2020","1",9.7,26.9,0,"ENE",39,68940,16.1,58,"WNW",7,1019.3,24.5,33,"NNE",15,1015.2
"532","2020","1",12.7,32.1,0,"E",48,64860,18.6,65,"SSE",9,1017.3,30.8,23,"NNE",19,1012.9
"533","2020","1",15.3,33.2,0,"NW",50,55680,20.3,59,"ESE",9,1013.9,31.1,29,"NNW",26,1008.6
"534","2020","1",15.9,29.3,1,"ESE",48,57540,21.7,69,"E",4,1007.5,27.1,41,"NNE",19,1004.3
"535","2020","1",16.5,24.8,4,"ESE",43,54720,18.2,76,"SSE",11,1009.9,23.6,54,"ESE",28,1009.2
"536","2020","1",17.1,25.3,0,"ESE",52,52320,18.1,67,"SE",15,1011.4,25.1,46,"E",30,1008.1
"537","2020","1",13.6,31.3,0,"ESE",50,61200,18.5,71,"E",11,1008.2,28.6,31,"NNE",15,1003.2
"538","2020","1",16,27.9,4.4,"NNW",117,42480,19.9,79,"SSE",9,1002.9,20.9,55,"SW",6,1000.8
"539","2020","1",14,27.6,2.6,"NW",44,54480,18.9,64,"NNW",26,1006.5,26.5,39,"WNW",24,1006.3
"540","2020","1",11.8,34.3,0,"NW",59,39000,20.9,56,"ESE",2,1010.1,31.7,19,"NW",31,1005.9
"541","2020","1",19.1,34.9,0,"NNW",83,36660,31.3,14,"NNW",46,998.9,28.1,36,"NW",48,1000
"542","2020","1",14.8,28.8,3.2,"NW",56,39840,19.5,50,"NW",20,1010.1,27.3,23,"WNW",31,1008.8
"543","2020","1",16.4,33.7,0,"NW",50,45720,21.9,69,"NNW",7,1013.6,31.8,16,"NW",30,1010.3
"544","2020","1",16.9,34.7,0,"NW",50,43080,23.9,72,"NW",9,1012.4,33.3,14,"W",26,1010.1
"545","2020","1",14.2,35.9,0,"E",54,71160,21.1,66,"ENE",4,1014.9,34.7,13,"WNW",28,1010.2
"546","2020","1",20.5,34.4,0,"E",44,70380,23.5,69,"NNW",6,1012.7,33.2,11,"WNW",28,1010.5
"547","2020","1",13.3,32,0,"ENE",44,67740,19.8,64,"SSW",7,1016.4,30.8,23,"W",9,1013.4
"548","2020","1",13.4,37.3,0,"NNW",30,53160,19.4,64,"ESE",9,1016.9,35.5,13,"W",17,1012.4
"549","2020","1",16.7,41.9,0,"NNW",48,48600,26,37,"ESE",4,1015.2,39.6,15,"WNW",20,1010.9
"550","2020","2",25.5,42.7,0,"W",61,47040,34.5,28,"NNW",30,1011.7,40.5,17,"WNW",33,1008.2
"551","2020","2",26.7,33.7,0,"W",59,55740,32.2,37,"WNW",24,1007.6,31.2,48,"WNW",30,1006.4
"552","2020","2",15.3,29.2,0,"WNW",52,42180,20.2,44,"NW",24,1007.2,27.7,17,"W",33,1004.4
"553","2020","2",7,25.3,0,"E",44,61560,12.8,41,"S",20,1019.3,24,18,"E",19,1017
"554","2020","2",10,29.1,0,"E",52,64080,16.2,65,"N",4,1020.3,27.5,25,"NW",9,1015
"555","2020","2",15.7,25.4,0,"ENE",41,60420,18.4,70,"SE",13,1022,24.6,43,"ENE",20,1020.1
"556","2020","2",16.4,23.7,0.8,"E",54,64440,18.4,90,"SSE",13,1021.5,21.2,68,"ESE",20,1020
"557","2020","2",16.3,23.9,1.8,"SE",57,39300,18.4,78,"SE",20,1020.6,21.5,59,"SE",39,1018.7
"558","2020","2",15.5,18.4,3.4,"SE",63,52740,16.8,84,"ESE",28,1017,17.7,74,"SE",31,1013.3
"559","2020","2",15.4,27.6,60.4,"ENE",39,76140,17.2,100,"S",17,1008.6,25.9,57,"E",26,1006.5
"560","2020","2",17.2,28.7,0,"NNE",43,53280,21.6,80,"",0,1009.1,27.5,48,"NNW",22,1006.2
"561","2020","2",17.3,28.2,0.2,"ESE",41,45420,21.7,73,"SE",11,1011,26.4,50,"ESE",28,1010
"562","2020","2",19.4,27.4,0,"ENE",43,52140,20.9,78,"S",15,1012.5,26.7,54,"E",26,1009.9
"563","2020","2",14.5,29.2,2.6,"ENE",28,72180,19.1,76,"SSE",9,1010.6,27.4,44,"WSW",9,1006.1
"564","2020","2",18.1,29.8,0,"S",54,77580,19.7,83,"ENE",6,1006.1,23.7,64,"WNW",20,1004.7
"565","2020","2",15.9,26,6.8,"ESE",46,60780,19.2,71,"SE",15,1014.1,24.2,54,"ENE",22,1012.3
"566","2020","2",16.6,26.3,0,"ENE",33,63420,18.3,77,"ESE",9,1014.6,25.2,60,"NE",15,1010.8
"567","2020","2",17.8,31.2,0,"WNW",57,67200,20.9,83,"N",17,1008.6,29.3,46,"NW",26,1003.7
"568","2020","2",14.5,21.1,4,"WNW",56,53880,16.4,60,"WNW",22,1003.4,19.5,48,"WNW",35,1004.3
"569","2020","2",11,25.4,0,"ENE",39,69720,15.1,59,"SE",11,1010.1,23.5,34,"WNW",13,1009
"570","2020","2",12.1,26.5,0,"E",56,61440,16.6,71,"ESE",6,1015.3,24.3,34,"NNW",17,1013.6
"571","2020","2",13.9,26.3,0,"ENE",41,59340,15.5,68,"SE",7,1022.9,23.4,45,"NNE",22,1020.3
"572","2020","2",12.7,26.5,0,"N",26,41880,17.6,73,"",0,1023.8,24.6,46,"N",19,1020.7
"573","2020","2",13.9,29.7,0,"ESE",33,63300,19.2,70,"ESE",9,1020.3,27.8,38,"WNW",13,1016.4
"574","2020","2",12.7,30.6,0,"NW",37,52440,18.6,65,"",0,1016.3,29.4,37,"NW",19,1011.5
"575","2020","2",10.3,26.2,0,"NNW",39,49080,14.7,76,"N",9,1010.3,24.7,23,"NW",24,1006.1
"576","2020","2",6.8,28.3,0,"ENE",50,64200,13.8,44,"N",6,1010.6,27.2,22,"WNW",7,1009.4
"577","2020","2",10.5,26.7,0,"N",28,60060,16.3,73,"",0,1016.3,24.6,39,"WNW",9,1012.8
