Date,Minimum_temperature,Maximum_temperature,Rainfall_(mm),Direction_of_maximum_wind_gust,Speed_of_maximum_wind_gust_(km/h),Time_of_maximum_wind_gust,9am_Temperature,9am_relative_humidity_(%),9am_cloud_amount_(oktas),9am_wind_direction,9am_wind_speed_(km/h),9am_MSL_pressure_(hPa),3pm_Temperature,3pm_relative_humidity_(%),3pm_cloud_amount_(oktas),3pm_wind_direction,3pm_wind_speed_(km/h),3pm_MSL_pressure_(hPa),month,year
2018-08-01,7.6,15.4,0,NW,54,01:38:00,10.9,54,8,WNW,22,1018.7,14.7,32,6,NW,19,1018.7,8,2018
2018-08-02,-3.8,14.3,0,NNW,26,12:23:00,3.3,87,1,NA,Calm,1026.8,13.7,43,6,NE,9,1021.9,8,2018
2018-08-03,-3.6,19.5,0,NW,72,20:56:00,3.7,84,8,NA,Calm,1018.1,17.9,35,4,NNW,39,1009.9,8,2018
2018-08-04,3.7,12.8,13.8,NNW,54,04:50:00,7.8,77,8,NNW,24,1016.8,11.6,52,5,WNW,22,1016.1,8,2018
2018-08-05,-1,15,0,NW,43,12:19:00,5,85,8,NA,Calm,1018.4,14.6,48,6,NW,24,1011.8,8,2018
2018-08-06,1.2,13.7,0,NW,61,10:48:00,9.2,72,8,N,28,1005.4,10.9,44,8,WNW,31,1003.5,8,2018
2018-08-07,2.4,9.7,6.6,WNW,61,14:52:00,4.9,90,5,NW,30,1009.5,8.8,54,6,WNW,44,1010.4,8,2018
2018-08-08,2.6,12.1,0,WNW,70,12:45:00,6.5,65,8,NW,30,1014.9,9.9,60,8,WNW,35,1013.7,8,2018
2018-08-09,1.6,13.7,0,NNW,30,00:40:00,6.3,94,7,SSW,9,1024.3,12.9,50,6,N,15,1022.2,8,2018
2018-08-10,-2.5,15.6,0.2,NNW,43,12:16:00,0.5,99,8,NA,Calm,1023.6,14.9,42,6,NW,28,1017.7,8,2018
2018-08-11,0.4,16.4,0,NW,59,10:48:00,8.9,63,1,SE,7,1011.4,13.2,45,8,NNW,37,1008.1,8,2018
2018-08-12,1.4,11.7,3,WNW,46,14:08:00,6.4,72,8,W,17,1016.9,10.7,39,1,WNW,31,1018.1,8,2018
2018-08-13,2.4,13.8,0,WNW,52,14:23:00,7.6,76,8,NNW,26,1022.9,12.5,54,6,WNW,35,1022.1,8,2018
2018-08-14,2.8,16.4,0,N,44,13:46:00,9.6,66,8,NW,22,1025,14.9,49,6,NNW,28,1020.5,8,2018
2018-08-15,5.6,16,0,NNW,61,11:09:00,9.9,62,8,N,31,1015.9,13.9,46,4,NW,37,1011.4,8,2018
2018-08-16,6.5,13.8,0,WNW,56,06:23:00,10.3,47,8,WNW,20,1013.2,12.5,38,6,WNW,30,1012.1,8,2018
2018-08-17,-5.5,13.4,0,WNW,41,13:32:00,2.7,74,8,NNE,2,1017.2,10.7,40,3,WNW,26,1014,8,2018
2018-08-18,-0.5,11.2,0,NW,59,11:22:00,9.1,55,2,NNW,13,1011.3,8.5,72,8,NW,22,1009.1,8,2018
2018-08-19,2.7,10.6,3.4,W,52,14:33:00,5.8,59,1,NW,24,1013.2,8.9,44,8,W,24,1014,8,2018
2018-08-20,-5.7,11.5,0,NW,44,19:46:00,2.6,71,8,NNW,2,1022.4,10.4,49,6,NNW,28,1018.7,8,2018
2018-08-21,2.6,12.8,0,WNW,52,13:43:00,7.7,68,3,N,30,1016,10.7,52,6,WNW,37,1012.5,8,2018
2018-08-22,1.7,14,0,W,30,00:07:00,7.8,66,8,WNW,7,1017.1,12.3,38,4,N,9,1015.3,8,2018
2018-08-23,-1.5,12,0,E,30,20:19:00,5.3,81,8,SE,7,1022.4,11.4,45,8,NNE,13,1020.4,8,2018
2018-08-24,4.1,14.9,0,E,37,18:29:00,9.6,71,7,ENE,7,1024.8,13.3,44,4,ESE,7,1022.3,8,2018
2018-08-25,4.9,16.1,0,N,43,15:57:00,11.8,69,7,NE,13,1023.3,15.1,57,8,NW,9,1018.9,8,2018
2018-08-26,4.6,17.6,1.6,WNW,31,15:29:00,8.5,99,3,N,9,1018.7,17,48,6,WNW,22,1014.3,8,2018
2018-08-27,0.2,14,0,S,35,09:02:00,7.7,64,2,SSE,19,1021.8,12,30,4,SSE,19,1020.8,8,2018
2018-08-28,-3.4,12,0,S,39,09:14:00,5.4,51,3,S,9,1023,10.2,31,1,S,15,1018.1,8,2018
2018-08-29,-5,13,0,SSW,35,09:12:00,4.8,56,8,WSW,6,1020.8,12.3,28,6,NNW,13,1017.7,8,2018
2018-08-30,-6.4,14.8,0,WNW,24,14:54:00,3.6,61,8,N,7,1021.5,13.4,27,8,WNW,17,1017.5,8,2018
2018-08-31,3.6,12.1,0.4,NNW,44,16:17:00,6.7,81,8,SSE,9,1008.2,7.4,99,8,WNW,13,1001.2,8,2018
2018-09-01,6.1,15,12.4,WNW,52,12:16:00,12.1,66,8,NW,28,1008.8,12.7,63,1,NW,28,1009.7,9,2018
2018-09-02,2,13.7,0,ENE,35,19:03:00,8,66,6,SSE,19,1019.2,13.1,36,6,NW,15,1018.5,9,2018
2018-09-03,0.8,13.9,0,E,37,18:48:00,7.9,57,8,SSE,11,1027.8,12.9,44,8,E,15,1026.1,9,2018
2018-09-04,1.3,13.9,0,ENE,39,13:30:00,9.2,72,8,ESE,19,1030.4,13.5,59,1,ESE,17,1027.5,9,2018
2018-09-05,0.8,16.8,0.6,NE,31,15:42:00,8.7,80,8,SW,2,1028.1,15.2,47,8,NE,19,1022.5,9,2018
2018-09-06,2.9,14.4,0.2,NW,35,19:30:00,9.6,93,8,NA,Calm,1020.9,12.2,78,8,SSW,7,1015.7,9,2018
2018-09-07,9.4,18.6,24.6,NNW,35,07:06:00,14.2,74,8,NW,20,1014,17.6,45,3,NNW,22,1012.8,9,2018
2018-09-08,8.6,13.4,0,NE,26,14:29:00,9.9,76,8,ESE,6,1017.9,11.9,71,8,NNE,13,1016.1,9,2018
2018-09-09,0.9,16.8,0,WNW,50,13:59:00,10.6,54,6,N,24,1020.4,15.3,43,6,WNW,37,1018.5,9,2018
2018-09-10,0.9,19.7,0,WNW,22,15:34:00,9.9,74,8,S,4,1026.8,18.9,42,6,N,15,1023.8,9,2018
2018-09-11,2.2,21.4,0,NW,44,12:37:00,9.6,86,8,ENE,2,1022.8,21.3,37,6,NNW,31,1017.6,9,2018
2018-09-12,7.4,21.8,0,NW,57,09:50:00,17.5,47,8,NNW,35,1015.7,19.1,37,2,NW,33,1014,9,2018
2018-09-13,1.4,20.6,0,N,28,14:10:00,10.1,65,8,WNW,4,1021,19.7,19,6,NNW,19,1018.1,9,2018
2018-09-14,2.3,20.4,0,N,46,15:05:00,7.3,90,4,N,7,1019.8,19.6,30,6,NNW,31,1014.9,9,2018
2018-09-15,0.4,22.2,0,NNW,72,11:07:00,12.2,54,8,ENE,6,1008.7,16.3,37,7,WNW,28,1005,9,2018
2018-09-16,0.2,13.7,0,WNW,39,00:30:00,7.1,45,8,W,19,1019.2,11.7,31,6,NE,9,1018.3,9,2018
2018-09-17,-2.6,15.1,0,NNW,41,14:15:00,7,59,8,NW,4,1025.2,14.5,34,6,NNW,22,1020.6,9,2018
2018-09-18,-2.3,20.4,0,NW,54,13:54:00,10.2,51,8,NW,6,1019.1,19.4,20,6,NNW,33,1013.2,9,2018
2018-09-19,4.1,18.4,0,NW,57,12:51:00,16,32,1,NW,24,1009.8,15.7,24,6,WNW,31,1010.7,9,2018
2018-09-20,-2.9,17.5,0,WNW,39,16:21:00,8.3,51,8,E,6,1020,16.4,27,6,NNE,13,1018.1,9,2018
2018-09-21,-2.7,19.4,0,NNW,35,14:39:00,8.6,52,8,WSW,4,1028.1,18.2,34,6,N,24,1024.4,9,2018
2018-09-22,0.2,21.5,0,NNW,41,14:59:00,10.4,65,8,NW,7,1027.8,19.5,36,5,NNW,28,1023.1,9,2018
2018-09-23,-0.6,22.2,0,E,52,16:53:00,11.7,54,8,NA,Calm,1026.6,21.6,25,7,ENE,11,1021.8,9,2018
2018-09-24,3.7,15.9,0.4,E,39,18:33:00,9,52,8,SSE,13,1031.2,15.2,37,1,ESE,26,1027.1,9,2018
2018-09-25,-0.9,17.4,0,E,41,18:31:00,9.6,61,8,W,7,1028.4,16.8,30,6,NW,13,1022.5,9,2018
2018-09-26,7.3,15.3,0,NE,33,12:49:00,10.6,61,8,SSE,15,1023.2,13.9,49,8,ESE,17,1020.6,9,2018
2018-09-27,0,20.3,0,NW,41,15:38:00,8,77,8,NW,9,1021.3,18.8,35,2,N,28,1016.6,9,2018
2018-09-28,0.9,24.7,0,NW,57,10:18:00,18.1,37,3,WNW,9,1016.4,23.1,26,6,WNW,33,1012.6,9,2018
2018-09-29,5.4,15.8,0,SSW,41,10:41:00,11.5,27,8,SW,20,1020.1,14.9,26,6,S,11,1021.1,9,2018
2018-09-30,-2.6,18.8,0,ENE,33,18:56:00,9.6,50,8,SW,7,1030.7,18.3,26,6,W,11,1026.9,9,2018
2018-10-01,0.4,22.6,0,N,39,12:56:00,12.2,59,8,NNE,6,1029.4,21.5,28,6,NNW,22,1023.8,10,2018
2018-10-02,0,24.7,0,WNW,39,13:06:00,15,43,8,N,6,1027.6,23,17,8,N,20,1022.2,10,2018
2018-10-03,6.5,17.6,0,NW,46,10:48:00,13.8,60,8,SSW,4,1020.2,14,84,8,N,17,1017.2,10,2018
2018-10-04,9.1,14,1,SE,39,19:23:00,11.9,81,8,S,17,1018.7,12.4,90,8,SE,11,1017.1,10,2018
2018-10-05,8.2,16.4,1,SE,50,08:39:00,12.9,62,8,SE,30,1024.7,15.3,47,8,SE,26,1023.3,10,2018
2018-10-06,3.7,18.6,0,SSE,43,10:44:00,13,53,4,SE,17,1025.2,18,34,6,ESE,19,1021,10,2018
2018-10-07,2.3,21.2,0,E,48,13:11:00,11.2,66,1,SSW,17,1024.3,20,37,1,ESE,26,1020.4,10,2018
2018-10-08,8.5,23.5,0,E,35,13:05:00,13.8,67,7,SSW,13,1020.3,21.8,42,1,E,17,1016.2,10,2018
2018-10-09,5,24.2,0,WNW,37,14:58:00,12,80,4,ESE,6,1016,23.8,28,8,W,24,1011.7,10,2018
2018-10-10,10.9,13.2,1.8,SE,50,11:25:00,11,85,8,SSE,19,1018.2,11.7,64,8,SE,31,1019.4,10,2018
2018-10-11,6.2,14.7,0,SE,41,11:07:00,9.2,67,8,SE,17,1024.5,13.4,53,8,ESE,22,1023.3,10,2018
2018-10-12,6,16.8,0,ESE,39,14:09:00,10.7,71,8,ESE,17,1027.6,15.7,48,8,E,24,1024.8,10,2018
2018-10-13,5.7,21.3,0.2,E,52,15:17:00,10.9,87,8,SE,9,1026.7,19.5,39,4,ENE,24,1022.8,10,2018
2018-10-14,10.8,18,0,E,44,09:41:00,14.3,72,7,E,20,1026.9,16,67,8,E,22,1024.7,10,2018
2018-10-15,11.8,23.7,0,NE,50,12:52:00,15.2,69,8,NE,19,1026,22.1,44,6,NE,33,1021.8,10,2018
2018-10-16,14.8,26.1,0,ENE,46,17:00:00,17,68,7,ENE,9,1022.4,25,44,3,ENE,30,1017.7,10,2018
2018-10-17,11.6,22.9,0,NW,37,14:42:00,15.9,78,8,NA,Calm,1017.3,21.8,52,7,NW,15,1014.3,10,2018
2018-10-18,11.4,24.9,0.8,NW,48,12:41:00,15.1,84,8,N,13,1017.6,23.4,37,2,WNW,24,1014.9,10,2018
2018-10-19,5.5,27.8,0,NNW,50,15:10:00,15.5,62,8,NA,Calm,1018.7,26.6,24,6,NNW,22,1014.6,10,2018
2018-10-20,10.3,27.2,0,NW,57,11:06:00,17.4,56,8,NA,Calm,1013.9,17.5,77,8,ENE,13,1011,10,2018
2018-10-21,4.7,21.9,9.4,ENE,35,18:46:00,12,71,8,E,7,1017.2,19.9,40,6,NW,15,1014.3,10,2018
2018-10-22,8.8,25.5,0,N,39,14:46:00,13.9,72,8,NNE,6,1018.2,24.8,27,6,NNW,24,1014.4,10,2018
2018-10-23,4.6,28.9,0,NNW,54,11:57:00,14.1,58,8,ESE,2,1015.9,27.2,18,6,W,26,1011.9,10,2018
2018-10-24,9.9,21.4,0,E,50,16:09:00,13.6,69,8,ENE,7,1020.2,19.8,39,1,ENE,20,1018.5,10,2018
2018-10-25,8.8,25.2,0,NW,37,13:32:00,13.3,63,8,NNE,11,1021.4,21.8,32,6,WNW,17,1015.3,10,2018
2018-10-26,7.6,26.4,0,WNW,43,16:12:00,15.4,61,8,NW,9,1017.1,25.9,21,6,NW,28,1012.9,10,2018
2018-10-27,6.4,27.9,0,WNW,52,13:45:00,14.6,64,1,NNW,7,1014.2,26.2,21,6,WNW,35,1009.5,10,2018
2018-10-28,5.9,24.2,0,ENE,41,18:00:00,12.8,46,8,SSE,9,1017.2,23,21,6,WSW,9,1014,10,2018
2018-10-29,6,24.6,0,ENE,50,17:24:00,12.3,67,8,S,13,1018.6,23.2,32,1,NE,13,1015.6,10,2018
2018-10-30,8.4,29.1,0,NW,50,11:35:00,16,64,8,NNW,11,1019,28,12,6,WNW,28,1014.7,10,2018
2018-10-31,6.4,31.1,0,W,41,12:50:00,18.3,28,8,NA,Calm,1020.3,30.6,12,6,WNW,28,1016.8,10,2018
2018-11-01,8.1,34.2,0,NNW,52,15:23:00,17.7,66,8,N,4,1022.4,31.2,20,6,NNW,19,1016.7,11,2018
2018-11-02,17.4,33.4,0,NW,74,13:23:00,24.9,30,7,NNW,28,1017.3,31.1,22,8,NW,44,1010.6,11,2018
2018-11-03,15.9,27.5,1,NNW,56,23:15:00,19.6,30,8,NW,28,1012.8,25.2,18,1,WNW,31,1012.4,11,2018
2018-11-04,6.8,30.3,0,N,54,14:03:00,16.6,53,8,NW,9,1015.1,28.1,18,6,NNW,30,1009.1,11,2018
2018-11-05,11.8,27.5,0,NW,57,15:33:00,17.7,43,8,S,7,1011.1,24.8,26,8,NNW,37,1009.3,11,2018
2018-11-06,16,26.8,1.2,NW,54,14:08:00,19.2,81,8,NNW,13,1009.2,24.4,56,6,NW,35,1005.4,11,2018
2018-11-07,14.8,18.1,7.6,NW,37,14:44:00,17.4,91,8,NNE,2,1004.8,13.7,95,7,NNW,24,1004.5,11,2018
2018-11-08,4.1,19,9.8,N,37,16:26:00,10.1,60,1,SSE,4,1015.3,15.8,33,8,N,17,1015,11,2018
2018-11-09,3.6,20.8,0,NW,52,12:14:00,10.8,66,1,N,6,1020.7,19,29,6,W,26,1016.5,11,2018
2018-11-10,3.2,24.2,0,E,43,19:35:00,14.3,46,8,NA,Calm,1018.7,21.3,22,7,W,13,1015.7,11,2018
2018-11-11,5.6,26.5,0,E,50,18:18:00,14.7,57,8,WSW,7,1020.8,25.8,23,6,NW,17,1017.5,11,2018
2018-11-12,8.6,29.5,0,NE,35,20:05:00,16.6,52,8,WSW,9,1022.7,27.8,18,6,NE,7,1017.5,11,2018
2018-11-13,12.1,31.2,0,NNW,48,14:16:00,20,55,1,WSW,6,1018,29,20,6,NW,26,1013.9,11,2018
2018-11-14,16.5,22,0,NNW,54,13:36:00,16.9,85,8,N,22,1015.7,17.2,90,8,NW,35,1014.6,11,2018
2018-11-15,12.7,27.1,8.8,NNW,48,11:44:00,19.3,81,3,WNW,4,1018.2,21.8,55,3,NE,28,1016.5,11,2018
2018-11-16,11.4,23.7,0.2,NE,35,18:47:00,14.5,65,8,SE,7,1021.2,22.2,35,6,NE,9,1016.5,11,2018
2018-11-17,11,21.9,0,ESE,46,16:50:00,17.7,58,8,SE,15,1019.3,20.8,42,6,ENE,24,1018.6,11,2018
2018-11-18,10.7,22.2,0,E,46,11:43:00,15.5,51,8,E,19,1023.4,21.1,40,7,ENE,24,1020.5,11,2018
2018-11-19,10,26.1,0,ENE,43,18:51:00,15.9,48,2,NNE,11,1021.6,23.2,22,6,N,11,1016,11,2018
2018-11-20,9.7,30.2,0,NNW,41,11:11:00,18.3,62,8,ESE,7,1013.2,28,25,2,WNW,19,1006.2,11,2018
2018-11-21,16.3,23.7,12,NW,54,11:19:00,19.1,80,8,NW,26,1001.2,22.6,58,8,NW,26,999.4,11,2018
2018-11-22,9.6,15.2,22.4,NW,74,13:34:00,9.8,61,8,NW,13,998.9,14.1,49,4,NW,41,996.7,11,2018
2018-11-23,6.9,15.2,6.2,WNW,72,16:41:00,10.3,68,8,NW,35,998.3,10.8,72,8,WNW,31,1000.6,11,2018
2018-11-24,8.7,20.8,0.4,W,57,15:01:00,15.1,52,8,WNW,24,1002.4,19.8,43,7,WNW,35,1001.2,11,2018
2018-11-25,5.5,23.1,0,SSW,50,14:59:00,13.9,66,8,WNW,9,1002.3,22.7,33,2,WNW,15,998.7,11,2018
2018-11-26,8,23.8,1,S,39,06:57:00,15.3,57,8,S,26,1005.9,21.2,34,8,S,7,1004.7,11,2018
2018-11-27,11.9,24.2,0.2,E,35,17:58:00,16.7,64,8,N,9,1006.4,23.8,31,2,W,9,1002.7,11,2018
2018-11-28,13.6,18.2,7.8,SE,48,12:59:00,13.7,93,8,SSE,20,1001.8,15.4,73,8,SE,24,1003.7,11,2018
2018-11-29,10.8,23.4,3.8,SSW,41,06:53:00,15.9,60,1,S,28,1010.7,22.2,33,2,W,9,1009.2,11,2018
2018-11-30,13,25.9,0,NW,46,11:52:00,15.4,69,2,NNW,4,1011.9,25.4,29,1,WNW,26,1007.9,11,2018
2018-12-01,9,29.3,0,NW,50,12:52:00,17,68,8,NW,9,1012,28,17,6,NNW,30,1006.7,12,2018
2018-12-02,9.7,26.1,0,WNW,72,09:04:00,25,28,8,NW,35,997.7,21.4,34,6,WNW,31,1000.4,12,2018
2018-12-03,9.1,23.9,0,W,59,12:49:00,15.9,43,8,W,28,1008.7,23.4,29,6,WNW,37,1007.1,12,2018
2018-12-04,13,28.6,0,E,50,16:30:00,18.9,45,8,W,7,1013.1,27.3,25,6,NW,13,1012.4,12,2018
2018-12-05,14.2,24.7,0,E,43,18:32:00,16.1,69,8,NE,13,1021.2,22.4,46,5,NE,19,1018.8,12,2018
2018-12-06,12.1,29.3,0,ENE,31,15:33:00,15.9,72,7,SE,2,1022.9,27.5,36,6,NNE,11,1018.8,12,2018
2018-12-07,11.5,32.5,0,NNE,33,20:09:00,19.1,58,8,SSE,6,1021.8,31.7,21,6,N,11,1016.9,12,2018
2018-12-08,12.6,33.5,0,NNW,37,10:19:00,22.8,48,1,WNW,6,1019.3,30.9,21,1,WNW,19,1016.6,12,2018
2018-12-09,14.5,32.9,0,SSW,41,13:40:00,25.2,39,8,S,4,1017.3,28.1,32,7,SSE,19,1015.1,12,2018
2018-12-10,16,29,17,N,52,15:15:00,17.5,91,8,NNE,9,1015.1,26.5,47,6,N,28,1012.4,12,2018
2018-12-11,16.1,25,0,E,37,16:13:00,17.4,78,8,NE,11,1018.1,22.9,58,6,ENE,11,1015.2,12,2018
2018-12-12,14.9,28.4,0.6,ENE,44,18:53:00,16.9,66,1,SE,7,1015.3,26.8,34,1,NE,13,1009.4,12,2018
2018-12-13,16.8,24.4,28.6,NW,81,17:17:00,16.9,99,8,SE,9,1001.3,23.6,68,8,NW,11,997.9,12,2018
2018-12-14,15.1,23,33.2,ENE,37,10:18:00,18.7,81,8,E,19,1001.8,22.2,62,8,E,17,1001.7,12,2018
2018-12-15,16.1,26.4,9.2,N,37,10:25:00,21.3,78,1,NNE,19,1006.2,25.6,35,3,WNW,17,1004.1,12,2018
2018-12-16,13.6,27.8,0,NW,52,13:49:00,21.6,56,8,WNW,11,1007.1,26.1,36,8,NNW,30,1005.2,12,2018
2018-12-17,10.7,28.5,0,E,39,20:05:00,20.7,57,8,NNW,4,1010.3,27.5,37,6,WNW,22,1008.7,12,2018
2018-12-18,14.2,30.6,0,E,50,16:05:00,20.6,66,8,ENE,9,1014.5,29,37,6,NW,9,1010.7,12,2018
2018-12-19,17.8,29.3,0,ENE,35,19:04:00,18.5,80,8,NNE,9,1014.7,26.3,52,2,N,7,1010.6,12,2018
